symbol,company_name,isin,series,exchange_primary,nse_symbol,tags,bse_symbol,bse_code,paired_nse_symbol,include_flag,yahoo_ticker_ns,yahoo_ticker_bo,priority
GROWW,Billionbrains Garage Ventures Ltd.,INE0HOQ01053,EQ,NSE,GROWW,NIFTY500,,,,YES,GROWW.NS,,1
GRSE,Garden Reach Shipbuilders & Engineers Ltd.,INE382Z01011,EQ,NSE,GRSE,"NIFTY500, PSU",,,,YES,GRSE.NS,,1
GSPL,Gujarat State Petronet Ltd.,INE246F01010,EQ,NSE,GSPL,NIFTY500,,,,YES,GSPL.NS,,1
GVT&D,GE Vernova T&D India Ltd.,INE200A01026,EQ,NSE,GVT&D,NIFTY500,,,,YES,GVT&D.NS,,1
HAL,Hindustan Aeronautics Ltd.,INE066F01020,EQ,NSE,HAL,"NIFTY500, PSU",,,,YES,HAL.NS,,1
HAVELLS,Havells India Ltd.,INE176B01034,EQ,NSE,HAVELLS,NIFTY500,,,,YES,HAVELLS.NS,,1
HBLENGINE,HBL Engineering Ltd.,INE292B01021,EQ,NSE,HBLENGINE,NIFTY500,,,,YES,HBLENGINE.NS,,1
HCLTECH,HCL Technologies Ltd.,INE860A01027,EQ,NSE,HCLTECH,"NIFTY50, NIFTY500, SENSEX",,,,YES,HCLTECH.NS,,1
HDBFS,HDB Financial Services Ltd.,INE756I01012,EQ,NSE,HDBFS,NIFTY500,,,,YES,HDBFS.NS,,1
HDFCAMC,HDFC Asset Management Company Ltd.,INE127D01025,EQ,NSE,HDFCAMC,NIFTY500,,,,YES,HDFCAMC.NS,,1
HDFCBANK,HDFC Bank Ltd.,INE040A01034,EQ,NSE,HDFCBANK,"NIFTY50, NIFTY500, NIFTYBANK, SENSEX",,,,YES,HDFCBANK.NS,,1
HDFCLIFE,HDFC Life Insurance Company Ltd.,INE795G01014,EQ,NSE,HDFCLIFE,"NIFTY50, NIFTY500",,,,YES,HDFCLIFE.NS,,1
HEG,H.E.G. Ltd.,INE545A01024,EQ,NSE,HEG,NIFTY500,,,,YES,HEG.NS,,1
HEROMOTOCO,Hero MotoCorp Ltd.,INE158A01026,EQ,NSE,HEROMOTOCO,NIFTY500,,,,YES,HEROMOTOCO.NS,,1
HEXT,Hexaware Technologies Ltd.,INE093A01041,EQ,NSE,HEXT,NIFTY500,,,,YES,HEXT.NS,,1
HFCL,HFCL Ltd.,INE548A01028,EQ,NSE,HFCL,NIFTY500,,,,YES,HFCL.NS,,1
HINDALCO,Hindalco Industries Ltd.,INE038A01020,EQ,NSE,HINDALCO,"NIFTY50, NIFTY500",,,,YES,HINDALCO.NS,,1
HINDCOPPER,Hindustan Copper Ltd.,INE531E01026,EQ,NSE,HINDCOPPER,"NIFTY500, PSU",,,,YES,HINDCOPPER.NS,,1
HINDPETRO,Hindustan Petroleum Corporation Ltd.,INE094A01015,EQ,NSE,HINDPETRO,"NIFTY500, PSU",,,,YES,HINDPETRO.NS,,1
HINDUNILVR,Hindustan Unilever Ltd.,INE030A01027,EQ,NSE,HINDUNILVR,"NIFTY50, NIFTY500, SENSEX",,,,YES,HINDUNILVR.NS,,1
HINDZINC,Hindustan Zinc Ltd.,INE267A01025,EQ,NSE,HINDZINC,NIFTY500,,,,YES,HINDZINC.NS,,1
HOMEFIRST,Home First Finance Company India Ltd.,INE481N01025,EQ,NSE,HOMEFIRST,NIFTY500,,,,YES,HOMEFIRST.NS,,1
HONASA,Honasa Consumer Ltd.,INE0J5401028,EQ,NSE,HONASA,NIFTY500,,,,YES,HONASA.NS,,1
HONAUT,Honeywell Automation India Ltd.,INE671A01010,EQ,NSE,HONAUT,NIFTY500,,,,YES,HONAUT.NS,,1
HSCL,Himadri Speciality Chemical Ltd.,INE019C01026,EQ,NSE,HSCL,NIFTY500,,,,YES,HSCL.NS,,1
HUDCO,Housing & Urban Development Corporation Ltd.,INE031A01017,EQ,NSE,HUDCO,"NIFTY500, PSU",,,,YES,HUDCO.NS,,1
HYUNDAI,Hyundai Motor India Ltd.,INE0V6F01027,EQ,NSE,HYUNDAI,NIFTY500,,,,YES,HYUNDAI.NS,,1
ICICIAMC,ICICI Prudential Asset Management Company Ltd.,INE346A01027,EQ,NSE,ICICIAMC,NIFTY500,,,,YES,ICICIAMC.NS,,1
ICICIBANK,ICICI Bank Ltd.,INE090A01021,EQ,NSE,ICICIBANK,"NIFTY50, NIFTY500, NIFTYBANK, SENSEX",,,,YES,ICICIBANK.NS,,1
ICICIGI,ICICI Lombard General Insurance Company Ltd.,INE765G01017,EQ,NSE,ICICIGI,NIFTY500,,,,YES,ICICIGI.NS,,1
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,INE726G01019,EQ,NSE,ICICIPRULI,NIFTY500,,,,YES,ICICIPRULI.NS,,1
IDBI,IDBI Bank Ltd.,INE008A01015,EQ,NSE,IDBI,NIFTY500,,,,YES,IDBI.NS,,1
IDEA,Vodafone Idea Ltd.,INE669E01016,EQ,NSE,IDEA,NIFTY500,,,,YES,IDEA.NS,,1
IDFCFIRSTB,IDFC First Bank Ltd.,INE092T01019,EQ,NSE,IDFCFIRSTB,"NIFTY500, NIFTYBANK",,,,YES,IDFCFIRSTB.NS,,1
IEX,Indian Energy Exchange Ltd.,INE022Q01020,EQ,NSE,IEX,NIFTY500,,,,YES,IEX.NS,,1
IFCI,IFCI Ltd.,INE039A01010,EQ,NSE,IFCI,"NIFTY500, PSU",,,,YES,IFCI.NS,,1
IGIL,International Gemmological Institute (India) Ltd.,INE0Q9301021,EQ,NSE,IGIL,NIFTY500,,,,YES,IGIL.NS,,1
IGL,Indraprastha Gas Ltd.,INE203G01027,EQ,NSE,IGL,NIFTY500,,,,YES,IGL.NS,,1
IIFL,IIFL Finance Ltd.,INE530B01024,EQ,NSE,IIFL,NIFTY500,,,,YES,IIFL.NS,,1
IKS,Inventurus Knowledge Solutions Ltd.,INE115Q01022,EQ,NSE,IKS,NIFTY500,,,,YES,IKS.NS,,1
INDGN,Indegene Ltd.,INE065X01017,EQ,NSE,INDGN,NIFTY500,,,,YES,INDGN.NS,,1
INDHOTEL,Indian Hotels Co. Ltd.,INE053A01029,EQ,NSE,INDHOTEL,NIFTY500,,,,YES,INDHOTEL.NS,,1
INDIACEM,India Cements Ltd.,INE383A01012,EQ,NSE,INDIACEM,NIFTY500,,,,YES,INDIACEM.NS,,1
INDIAMART,Indiamart Intermesh Ltd.,INE933S01016,EQ,NSE,INDIAMART,NIFTY500,,,,YES,INDIAMART.NS,,1
INDIANB,Indian Bank,INE562A01011,EQ,NSE,INDIANB,NIFTY500,,,,YES,INDIANB.NS,,1
INDIGO,InterGlobe Aviation Ltd.,INE646L01027,EQ,NSE,INDIGO,"NIFTY50, NIFTY500",,,,YES,INDIGO.NS,,1
INDUSINDBK,IndusInd Bank Ltd.,INE095A01012,EQ,NSE,INDUSINDBK,"NIFTY500, NIFTYBANK, SENSEX",,,,YES,INDUSINDBK.NS,,1
INDUSTOWER,Indus Towers Ltd.,INE121J01017,EQ,NSE,INDUSTOWER,NIFTY500,,,,YES,INDUSTOWER.NS,,1
INFY,Infosys Ltd.,INE009A01021,EQ,NSE,INFY,"NIFTY50, NIFTY500, SENSEX",,,,YES,INFY.NS,,1
INOXWIND,Inox Wind Ltd.,INE066P01011,EQ,NSE,INOXWIND,NIFTY500,,,,YES,INOXWIND.NS,,1
INTELLECT,Intellect Design Arena Ltd.,INE306R01017,EQ,NSE,INTELLECT,NIFTY500,,,,YES,INTELLECT.NS,,1
IOB,Indian Overseas Bank,INE565A01014,EQ,NSE,IOB,"NIFTY500, PSU",,,,YES,IOB.NS,,1
IOC,Indian Oil Corporation Ltd.,INE242A01010,EQ,NSE,IOC,"NIFTY500, PSU",,,,YES,IOC.NS,,1
IPCALAB,Ipca Laboratories Ltd.,INE571A01038,EQ,NSE,IPCALAB,NIFTY500,,,,YES,IPCALAB.NS,,1
IRB,IRB Infrastructure Developers Ltd.,INE821I01022,EQ,NSE,IRB,NIFTY500,,,,YES,IRB.NS,,1
IRCON,IRCON International Ltd.,INE962Y01021,EQ,NSE,IRCON,"NIFTY500, PSU",,,,YES,IRCON.NS,,1
IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,INE335Y01020,EQ,NSE,IRCTC,"NIFTY500, PSU",,,,YES,IRCTC.NS,,1
IREDA,Indian Renewable Energy Development Agency Ltd.,INE202E01016,EQ,NSE,IREDA,"NIFTY500, PSU",,,,YES,IREDA.NS,,1
IRFC,Indian Railway Finance Corporation Ltd.,INE053F01010,EQ,NSE,IRFC,"NIFTY500, PSU",,,,YES,IRFC.NS,,1
ITC,ITC Ltd.,INE154A01025,EQ,NSE,ITC,"NIFTY50, NIFTY500, SENSEX",,,,YES,ITC.NS,,1
ITCHOTELS,ITC Hotels Ltd.,INE379A01028,EQ,NSE,ITCHOTELS,NIFTY500,,,,YES,ITCHOTELS.NS,,1
ITI,ITI Ltd.,INE248A01017,EQ,NSE,ITI,"NIFTY500, PSU",,,,YES,ITI.NS,,1
J&KBANK,Jammu & Kashmir Bank Ltd.,INE168A01041,EQ,NSE,J&KBANK,NIFTY500,,,,YES,J&KBANK.NS,,1
JAINREC,Jain Resource Recycling Ltd.,INE0YD401026,EQ,NSE,JAINREC,NIFTY500,,,,YES,JAINREC.NS,,1
JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd.,INE572A01036,EQ,NSE,JBCHEPHARM,NIFTY500,,,,YES,JBCHEPHARM.NS,,1
JBMA,JBM Auto Ltd.,INE927D01051,EQ,NSE,JBMA,NIFTY500,,,,YES,JBMA.NS,,1
JINDALSAW,Jindal Saw Ltd.,INE324A01032,EQ,NSE,JINDALSAW,NIFTY500,,,,YES,JINDALSAW.NS,,1
JINDALSTEL,Jindal Steel Ltd.,INE749A01030,EQ,NSE,JINDALSTEL,NIFTY500,,,,YES,JINDALSTEL.NS,,1
JIOFIN,Jio Financial Services Ltd.,INE758E01017,EQ,NSE,JIOFIN,"NIFTY50, NIFTY500",,,,YES,JIOFIN.NS,,1
JKCEMENT,J.K. Cement Ltd.,INE823G01014,EQ,NSE,JKCEMENT,NIFTY500,,,,YES,JKCEMENT.NS,,1
JKTYRE,JK Tyre & Industries Ltd.,INE573A01042,EQ,NSE,JKTYRE,NIFTY500,,,,YES,JKTYRE.NS,,1
JMFINANCIL,JM Financial Ltd.,INE780C01023,EQ,NSE,JMFINANCIL,NIFTY500,,,,YES,JMFINANCIL.NS,,1
JPPOWER,Jaiprakash Power Ventures Ltd.,INE351F01018,EQ,NSE,JPPOWER,NIFTY500,,,,YES,JPPOWER.NS,,1
JSL,Jindal Stainless Ltd.,INE220G01021,EQ,NSE,JSL,NIFTY500,,,,YES,JSL.NS,,1
JSWCEMENT,JSW Cement Ltd.,INE718I01012,EQ,NSE,JSWCEMENT,NIFTY500,,,,YES,JSWCEMENT.NS,,1
JSWENERGY,JSW Energy Ltd.,INE121E01018,EQ,NSE,JSWENERGY,NIFTY500,,,,YES,JSWENERGY.NS,,1
JSWINFRA,JSW Infrastructure Ltd.,INE880J01026,EQ,NSE,JSWINFRA,NIFTY500,,,,YES,JSWINFRA.NS,,1
JSWSTEEL,JSW Steel Ltd.,INE019A01038,EQ,NSE,JSWSTEEL,"NIFTY50, NIFTY500",,,,YES,JSWSTEEL.NS,,1
JUBLFOOD,Jubilant Foodworks Ltd.,INE797F01020,EQ,NSE,JUBLFOOD,NIFTY500,,,,YES,JUBLFOOD.NS,,1
JUBLINGREA,Jubilant Ingrevia Ltd.,INE0BY001018,EQ,NSE,JUBLINGREA,NIFTY500,,,,YES,JUBLINGREA.NS,,1
JUBLPHARMA,Jubilant Pharmova Ltd.,INE700A01033,EQ,NSE,JUBLPHARMA,NIFTY500,,,,YES,JUBLPHARMA.NS,,1
JWL,Jupiter Wagons Ltd.,INE209L01016,EQ,NSE,JWL,NIFTY500,,,,YES,JWL.NS,,1
JYOTICNC,Jyoti CNC Automation Ltd.,INE980O01024,EQ,NSE,JYOTICNC,NIFTY500,,,,YES,JYOTICNC.NS,,1
KAJARIACER,Kajaria Ceramics Ltd.,INE217B01036,EQ,NSE,KAJARIACER,NIFTY500,,,,YES,KAJARIACER.NS,,1
KALYANKJIL,Kalyan Jewellers India Ltd.,INE303R01014,EQ,NSE,KALYANKJIL,NIFTY500,,,,YES,KALYANKJIL.NS,,1
KARURVYSYA,Karur Vysya Bank Ltd.,INE036D01028,EQ,NSE,KARURVYSYA,NIFTY500,,,,YES,KARURVYSYA.NS,,1
KAYNES,Kaynes Technology India Ltd.,INE918Z01012,EQ,NSE,KAYNES,NIFTY500,,,,YES,KAYNES.NS,,1
KEC,Kec International Ltd.,INE389H01022,EQ,NSE,KEC,NIFTY500,,,,YES,KEC.NS,,1
KEI,KEI Industries Ltd.,INE878B01027,EQ,NSE,KEI,NIFTY500,,,,YES,KEI.NS,,1
KFINTECH,Kfin Technologies Ltd.,INE138Y01010,EQ,NSE,KFINTECH,NIFTY500,,,,YES,KFINTECH.NS,,1
KIMS,Krishna Institute of Medical Sciences Ltd.,INE967H01025,EQ,NSE,KIMS,NIFTY500,,,,YES,KIMS.NS,,1
KIRLOSENG,Kirloskar Oil Eng Ltd.,INE146L01010,EQ,NSE,KIRLOSENG,NIFTY500,,,,YES,KIRLOSENG.NS,,1
KOTAKBANK,Kotak Mahindra Bank Ltd.,INE237A01036,EQ,NSE,KOTAKBANK,"NIFTY50, NIFTY500, NIFTYBANK, SENSEX",,,,YES,KOTAKBANK.NS,,1
KPIL,Kalpataru Projects International Ltd.,INE220B01022,EQ,NSE,KPIL,NIFTY500,,,,YES,KPIL.NS,,1
KPITTECH,KPIT Technologies Ltd.,INE04I401011,EQ,NSE,KPITTECH,NIFTY500,,,,YES,KPITTECH.NS,,1
KPRMILL,K.P.R. Mill Ltd.,INE930H01031,EQ,NSE,KPRMILL,NIFTY500,,,,YES,KPRMILL.NS,,1
LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,EQ,NSE,LALPATHLAB,NIFTY500,,,,YES,LALPATHLAB.NS,,1
LATENTVIEW,Latent View Analytics Ltd.,INE0I7C01011,EQ,NSE,LATENTVIEW,NIFTY500,,,,YES,LATENTVIEW.NS,,1
LAURUSLABS,Laurus Labs Ltd.,INE947Q01028,EQ,NSE,LAURUSLABS,NIFTY500,,,,YES,LAURUSLABS.NS,,1
LEMONTREE,Lemon Tree Hotels Ltd.,INE970X01018,EQ,NSE,LEMONTREE,NIFTY500,,,,YES,LEMONTREE.NS,,1
LENSKART,Lenskart Solutions Ltd.,INE956O01016,EQ,NSE,LENSKART,NIFTY500,,,,YES,LENSKART.NS,,1
LGEINDIA,LG Electronics India Ltd.,INE324D01010,EQ,NSE,LGEINDIA,NIFTY500,,,,YES,LGEINDIA.NS,,1
LICHSGFIN,LIC Housing Finance Ltd.,INE115A01026,EQ,NSE,LICHSGFIN,NIFTY500,,,,YES,LICHSGFIN.NS,,1
LICI,Life Insurance Corporation of India,INE0J1Y01017,EQ,NSE,LICI,NIFTY500,,,,YES,LICI.NS,,1
LINDEINDIA,Linde India Ltd.,INE473A01011,EQ,NSE,LINDEINDIA,NIFTY500,,,,YES,LINDEINDIA.NS,,1
LLOYDSME,Lloyds Metals And Energy Ltd.,INE281B01032,EQ,NSE,LLOYDSME,NIFTY500,,,,YES,LLOYDSME.NS,,1
LODHA,Lodha Developers Ltd.,INE670K01029,EQ,NSE,LODHA,NIFTY500,,,,YES,LODHA.NS,,1
LT,Larsen & Toubro Ltd.,INE018A01030,EQ,NSE,LT,"NIFTY50, NIFTY500, SENSEX",,,,YES,LT.NS,,1
LTF,L&T Finance Ltd.,INE498L01015,EQ,NSE,LTF,NIFTY500,,,,YES,LTF.NS,,1
LTFOODS,LT Foods Ltd.,INE818H01020,EQ,NSE,LTFOODS,NIFTY500,,,,YES,LTFOODS.NS,,1
LTM,LTIMindtree Ltd.,INE214T01019,EQ,NSE,LTM,NIFTY500,,,,YES,LTM.NS,,1
LTTS,L&T Technology Services Ltd.,INE010V01017,EQ,NSE,LTTS,NIFTY500,,,,YES,LTTS.NS,,1
LUPIN,Lupin Ltd.,INE326A01037,EQ,NSE,LUPIN,NIFTY500,,,,YES,LUPIN.NS,,1
M&M,Mahindra & Mahindra Ltd.,INE101A01026,EQ,NSE,M&M,"NIFTY50, NIFTY500, SENSEX",,,,YES,M&M.NS,,1
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,INE774D01024,EQ,NSE,M&MFIN,NIFTY500,,,,YES,M&MFIN.NS,,1
MAHABANK,Bank of Maharashtra,INE457A01014,EQ,NSE,MAHABANK,NIFTY500,,,,YES,MAHABANK.NS,,1
MANAPPURAM,Manappuram Finance Ltd.,INE522D01027,EQ,NSE,MANAPPURAM,NIFTY500,,,,YES,MANAPPURAM.NS,,1
MANKIND,Mankind Pharma Ltd.,INE634S01028,EQ,NSE,MANKIND,NIFTY500,,,,YES,MANKIND.NS,,1
MAPMYINDIA,C.E. Info Systems Ltd.,INE0BV301023,EQ,NSE,MAPMYINDIA,NIFTY500,,,,YES,MAPMYINDIA.NS,,1
MARICO,Marico Ltd.,INE196A01026,EQ,NSE,MARICO,NIFTY500,,,,YES,MARICO.NS,,1
MARUTI,Maruti Suzuki India Ltd.,INE585B01010,EQ,NSE,MARUTI,"NIFTY50, NIFTY500, SENSEX",,,,YES,MARUTI.NS,,1
MAXHEALTH,Max Healthcare Institute Ltd.,INE027H01010,EQ,NSE,MAXHEALTH,"NIFTY50, NIFTY500",,,,YES,MAXHEALTH.NS,,1
MAZDOCK,Mazagoan Dock Shipbuilders Ltd.,INE249Z01020,EQ,NSE,MAZDOCK,"NIFTY500, PSU",,,,YES,MAZDOCK.NS,,1
MCX,Multi Commodity Exchange of India Ltd.,INE745G01043,EQ,NSE,MCX,NIFTY500,,,,YES,MCX.NS,,1
MEDANTA,Global Health Ltd.,INE474Q01031,EQ,NSE,MEDANTA,NIFTY500,,,,YES,MEDANTA.NS,,1
MEESHO,Meesho Ltd.,INE0VDM01015,EQ,NSE,MEESHO,NIFTY500,,,,YES,MEESHO.NS,,1
MFSL,Max Financial Services Ltd.,INE180A01020,EQ,NSE,MFSL,NIFTY500,,,,YES,MFSL.NS,,1
MGL,Mahanagar Gas Ltd.,INE002S01010,EQ,NSE,MGL,NIFTY500,,,,YES,MGL.NS,,1
MINDACORP,Minda Corporation Ltd.,INE842C01021,EQ,NSE,MINDACORP,NIFTY500,,,,YES,MINDACORP.NS,,1
MMTC,MMTC Ltd.,INE123F01029,EQ,NSE,MMTC,"NIFTY500, PSU",,,,YES,MMTC.NS,,1
MOTHERSON,Samvardhana Motherson International Ltd.,INE775A01035,EQ,NSE,MOTHERSON,NIFTY500,,,,YES,MOTHERSON.NS,,1
MOTILALOFS,Motilal Oswal Financial Services Ltd.,INE338I01027,EQ,NSE,MOTILALOFS,NIFTY500,,,,YES,MOTILALOFS.NS,,1
MPHASIS,MphasiS Ltd.,INE356A01018,EQ,NSE,MPHASIS,NIFTY500,,,,YES,MPHASIS.NS,,1
MRF,MRF Ltd.,INE883A01011,EQ,NSE,MRF,NIFTY500,,,,YES,MRF.NS,,1
MRPL,Mangalore Refinery & Petrochemicals Ltd.,INE103A01014,EQ,NSE,MRPL,NIFTY500,,,,YES,MRPL.NS,,1
MSUMI,Motherson Sumi Wiring India Ltd.,INE0FS801015,EQ,NSE,MSUMI,NIFTY500,,,,YES,MSUMI.NS,,1
MUTHOOTFIN,Muthoot Finance Ltd.,INE414G01012,EQ,NSE,MUTHOOTFIN,NIFTY500,,,,YES,MUTHOOTFIN.NS,,1
NAM-INDIA,Nippon Life India Asset Management Ltd.,INE298J01013,EQ,NSE,NAM-INDIA,NIFTY500,,,,YES,NAM-INDIA.NS,,1
NATCOPHARM,NATCO Pharma Ltd.,INE987B01026,EQ,NSE,NATCOPHARM,NIFTY500,,,,YES,NATCOPHARM.NS,,1
NATIONALUM,National Aluminium Co. Ltd.,INE139A01034,EQ,NSE,NATIONALUM,NIFTY500,,,,YES,NATIONALUM.NS,,1
NAUKRI,Info Edge (India) Ltd.,INE663F01032,EQ,NSE,NAUKRI,NIFTY500,,,,YES,NAUKRI.NS,,1
NAVA,Nava Ltd.,INE725A01030,EQ,NSE,NAVA,NIFTY500,,,,YES,NAVA.NS,,1
NAVINFLUOR,Navin Fluorine International Ltd.,INE048G01026,EQ,NSE,NAVINFLUOR,NIFTY500,,,,YES,NAVINFLUOR.NS,,1
NBCC,NBCC (India) Ltd.,INE095N01031,EQ,NSE,NBCC,"NIFTY500, PSU",,,,YES,NBCC.NS,,1
NCC,NCC Ltd.,INE868B01028,EQ,NSE,NCC,"NIFTY500, PSU",,,,YES,NCC.NS,,1
NESTLEIND,Nestle India Ltd.,INE239A01024,EQ,NSE,NESTLEIND,"NIFTY50, NIFTY500, SENSEX",,,,YES,NESTLEIND.NS,,1
NETWEB,Netweb Technologies India Ltd.,INE0NT901020,EQ,NSE,NETWEB,NIFTY500,,,,YES,NETWEB.NS,,1
NEULANDLAB,Neuland Laboratories Ltd.,INE794A01010,EQ,NSE,NEULANDLAB,NIFTY500,,,,YES,NEULANDLAB.NS,,1
NEWGEN,Newgen Software Technologies Ltd.,INE619B01017,EQ,NSE,NEWGEN,NIFTY500,,,,YES,NEWGEN.NS,,1
NH,Narayana Hrudayalaya Ltd.,INE410P01011,EQ,NSE,NH,NIFTY500,,,,YES,NH.NS,,1
NHPC,NHPC Ltd.,INE848E01016,EQ,NSE,NHPC,"NIFTY500, PSU",,,,YES,NHPC.NS,,1
NIACL,The New India Assurance Company Ltd.,INE470Y01017,EQ,NSE,NIACL,NIFTY500,,,,YES,NIACL.NS,,1
NIVABUPA,Niva Bupa Health Insurance Company Ltd.,INE995S01015,EQ,NSE,NIVABUPA,NIFTY500,,,,YES,NIVABUPA.NS,,1
NLCINDIA,NLC India Ltd.,INE589A01014,EQ,NSE,NLCINDIA,"NIFTY500, PSU",,,,YES,NLCINDIA.NS,,1
NMDC,NMDC Ltd.,INE584A01023,EQ,NSE,NMDC,"NIFTY500, PSU",,,,YES,NMDC.NS,,1
NSLNISP,NMDC Steel Ltd.,INE0NNS01018,EQ,NSE,NSLNISP,"NIFTY500, PSU",,,,YES,NSLNISP.NS,,1
NTPC,NTPC Ltd.,INE733E01010,EQ,NSE,NTPC,"NIFTY50, NIFTY500, PSU, SENSEX",,,,YES,NTPC.NS,,1
NTPCGREEN,NTPC Green Energy Ltd.,INE0ONG01011,EQ,NSE,NTPCGREEN,NIFTY500,,,,YES,NTPCGREEN.NS,,1
NUVAMA,Nuvama Wealth Management Ltd.,INE531F01023,EQ,NSE,NUVAMA,NIFTY500,,,,YES,NUVAMA.NS,,1
NUVOCO,Nuvoco Vistas Corporation Ltd.,INE118D01016,EQ,NSE,NUVOCO,NIFTY500,,,,YES,NUVOCO.NS,,1
NYKAA,FSN E-Commerce Ventures Ltd.,INE388Y01029,EQ,NSE,NYKAA,NIFTY500,,,,YES,NYKAA.NS,,1
OBEROIRLTY,Oberoi Realty Ltd.,INE093I01010,EQ,NSE,OBEROIRLTY,NIFTY500,,,,YES,OBEROIRLTY.NS,,1
OFSS,Oracle Financial Services Software Ltd.,INE881D01027,EQ,NSE,OFSS,NIFTY500,,,,YES,OFSS.NS,,1
OIL,Oil India Ltd.,INE274J01014,EQ,NSE,OIL,"NIFTY500, PSU",,,,YES,OIL.NS,,1
OLAELEC,Ola Electric Mobility Ltd.,INE0LXG01040,EQ,NSE,OLAELEC,NIFTY500,,,,YES,OLAELEC.NS,,1
OLECTRA,Olectra Greentech Ltd.,INE260D01016,EQ,NSE,OLECTRA,NIFTY500,,,,YES,OLECTRA.NS,,1
ONESOURCE,Onesource Specialty Pharma Ltd.,INE013P01021,EQ,NSE,ONESOURCE,NIFTY500,,,,YES,ONESOURCE.NS,,1
ONGC,Oil & Natural Gas Corporation Ltd.,INE213A01029,EQ,NSE,ONGC,"NIFTY50, NIFTY500, PSU",,,,YES,ONGC.NS,,1
PAGEIND,Page Industries Ltd.,INE761H01022,EQ,NSE,PAGEIND,NIFTY500,,,,YES,PAGEIND.NS,,1
PARADEEP,Paradeep Phosphates Ltd.,INE088F01024,EQ,NSE,PARADEEP,NIFTY500,,,,YES,PARADEEP.NS,,1
PATANJALI,Patanjali Foods Ltd.,INE619A01035,EQ,NSE,PATANJALI,NIFTY500,,,,YES,PATANJALI.NS,,1
PAYTM,One 97 Communications Ltd.,INE982J01020,EQ,NSE,PAYTM,NIFTY500,,,,YES,PAYTM.NS,,1
PCBL,PCBL Chemical Ltd.,INE602A01031,EQ,NSE,PCBL,NIFTY500,,,,YES,PCBL.NS,,1
PERSISTENT,Persistent Systems Ltd.,INE262H01021,EQ,NSE,PERSISTENT,NIFTY500,,,,YES,PERSISTENT.NS,,1
PETRONET,Petronet LNG Ltd.,INE347G01014,EQ,NSE,PETRONET,NIFTY500,,,,YES,PETRONET.NS,,1
PFC,Power Finance Corporation Ltd.,INE134E01011,EQ,NSE,PFC,"NIFTY500, PSU",,,,YES,PFC.NS,,1
PFIZER,Pfizer Ltd.,INE182A01018,EQ,NSE,PFIZER,NIFTY500,,,,YES,PFIZER.NS,,1
PGEL,PG Electroplast Ltd.,INE457L01029,EQ,NSE,PGEL,NIFTY500,,,,YES,PGEL.NS,,1
PHOENIXLTD,Phoenix Mills Ltd.,INE211B01039,EQ,NSE,PHOENIXLTD,NIFTY500,,,,YES,PHOENIXLTD.NS,,1
PIDILITIND,Pidilite Industries Ltd.,INE318A01026,EQ,NSE,PIDILITIND,NIFTY500,,,,YES,PIDILITIND.NS,,1
PIIND,PI Industries Ltd.,INE603J01030,EQ,NSE,PIIND,NIFTY500,,,,YES,PIIND.NS,,1
PINELABS,Pine Labs Ltd.,INE15B701018,EQ,NSE,PINELABS,NIFTY500,,,,YES,PINELABS.NS,,1
PIRAMALFIN,Piramal Finance Ltd.,INE202B01038,EQ,NSE,PIRAMALFIN,NIFTY500,,,,YES,PIRAMALFIN.NS,,1
PNB,Punjab National Bank,INE160A01022,EQ,NSE,PNB,"NIFTY500, NIFTYBANK, PSU",,,,YES,PNB.NS,,1
PNBHOUSING,PNB Housing Finance Ltd.,INE572E01012,EQ,NSE,PNBHOUSING,NIFTY500,,,,YES,PNBHOUSING.NS,,1
POLICYBZR,PB Fintech Ltd.,INE417T01026,EQ,NSE,POLICYBZR,NIFTY500,,,,YES,POLICYBZR.NS,,1
POLYCAB,Polycab India Ltd.,INE455K01017,EQ,NSE,POLYCAB,NIFTY500,,,,YES,POLYCAB.NS,,1
POLYMED,Poly Medicure Ltd.,INE205C01021,EQ,NSE,POLYMED,NIFTY500,,,,YES,POLYMED.NS,,1
POONAWALLA,Poonawalla Fincorp Ltd.,INE511C01022,EQ,NSE,POONAWALLA,NIFTY500,,,,YES,POONAWALLA.NS,,1
POWERGRID,Power Grid Corporation of India Ltd.,INE752E01010,EQ,NSE,POWERGRID,"NIFTY50, NIFTY500, PSU, SENSEX",,,,YES,POWERGRID.NS,,1
POWERINDIA,Hitachi Energy India Ltd.,INE07Y701011,EQ,NSE,POWERINDIA,NIFTY500,,,,YES,POWERINDIA.NS,,1
PPLPHARMA,Piramal Pharma Ltd.,INE0DK501011,EQ,NSE,PPLPHARMA,NIFTY500,,,,YES,PPLPHARMA.NS,,1
PREMIERENE,Premier Energies Ltd.,INE0BS701011,EQ,NSE,PREMIERENE,NIFTY500,,,,YES,PREMIERENE.NS,,1
PRESTIGE,Prestige Estates Projects Ltd.,INE811K01011,EQ,NSE,PRESTIGE,NIFTY500,,,,YES,PRESTIGE.NS,,1
PTCIL,PTC Industries Ltd.,INE596F01018,EQ,NSE,PTCIL,NIFTY500,,,,YES,PTCIL.NS,,1
